Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Education_ScreenTime,Recreational_ScreenTime,device_usage_share,has_health_issue,screen_time_zscore
13,Female,5.22,Smartphone,TRUE,0.41,Poor Sleep,Urban,2.1402,3.0798,25.60749588,1,-2.533322353
13,Female,3.37,Smartphone,TRUE,0.43,Poor Sleep,Urban,1.4491,1.9209,25.60749588,1,0.522143147
13,Female,5.43,Smartphone,TRUE,0.37,Poor Sleep,Urban,2.0091,3.4209,25.60749588,1,0.289345775
13,Female,4.87,Smartphone,TRUE,0.35,Poor Sleep,Urban,1.7045,3.1655,47.03459638,1,-0.088949953
13,Female,3.97,Smartphone,TRUE,0.33,Poor Sleep,Urban,1.3101,2.6599,12.6029654,1,-1.183097599
13,Female,7.97,Smartphone,TRUE,0.42,Poor Sleep,Urban,3.3474,4.6226,47.03459638,1,-0.19370877
13,Female,4.12,Smartphone,TRUE,0.34,Poor Sleep,Urban,1.4008,2.7192,25.60749588,1,-2.533322353
13,Female,4.25,Smartphone,TRUE,0.48,Poor Sleep,Urban,2.04,2.21,25.60749588,1,1.342753881
13,Female,6.17,Smartphone,TRUE,0.5,Poor Sleep,Urban,3.085,3.085,25.60749588,1,0.882979073
13,Female,4.2,Smartphone,TRUE,0.35,Poor Sleep,Urban,1.47,2.73,12.6029654,1,-0.362486865
13,Female,3.85,Smartphone,TRUE,0.42,Poor Sleep,Urban,1.617,2.233,25.60749588,1,-0.537084893
13,Female,3.9,Smartphone,TRUE,0.36,Poor Sleep,Urban,1.404,2.496,47.03459638,1,-0.129689493
13,Female,3.94,Smartphone,TRUE,0.43,Poor Sleep,Urban,1.6942,2.2458,47.03459638,1,-0.676763316
13,Female,4.2,Smartphone,TRUE,0.33,Poor Sleep,Urban,1.386,2.814,25.60749588,1,-0.362486865
13,Female,3.37,Smartphone,TRUE,0.39,Poor Sleep,Urban,1.3143,2.0557,47.03459638,1,-0.001650939
13,Female,6.68,Smartphone,TRUE,0.36,Poor Sleep,Urban,2.4048,4.2752,47.03459638,1,-0.065670216
13,Female,5.15,Smartphone,TRUE,0.31,Poor Sleep,Urban,1.5965,3.5535,25.60749588,1,0.725840847
13,Female,4.22,Smartphone,TRUE,0.43,Poor Sleep,Urban,1.8146,2.4054,47.03459638,1,-0.810621805
13,Female,5.75,Smartphone,TRUE,0.42,Poor Sleep,Urban,2.415,3.335,14.75494234,1,-0.15296923
13,Female,3.99,Smartphone,TRUE,0.4,Poor Sleep,Urban,1.596,2.394,25.60749588,1,-1.113258388
13,Female,3.63,Smartphone,TRUE,0.36,Poor Sleep,Urban,1.3068,2.3232,12.6029654,1,-0.589464302
13,Female,5.95,Smartphone,TRUE,0.37,Poor Sleep,Urban,2.2015,3.7485,47.03459638,1,-0.310107456
13,Female,3.3,Smartphone,TRUE,0.33,Poor Sleep,Urban,1.089,2.211,25.60749588,1,-0.07149015
13,Female,4.37,Smartphone,TRUE,0.42,Poor Sleep,Urban,1.8354,2.5346,25.60749588,1,1.051757167
13,Female,7.02,Smartphone,TRUE,0.45,Poor Sleep,Urban,3.159,3.861,14.75494234,1,-0.420686208
13,Female,5.24,Smartphone,TRUE,0.38,Poor Sleep,Urban,1.9912,3.2488,12.6029654,1,-2.312164851
13,Female,3.86,Smartphone,TRUE,0.42,Poor Sleep,Urban,1.6212,2.2388,47.03459638,1,-0.932840425
13,Female,3.96,Smartphone,TRUE,0.33,Poor Sleep,Urban,1.3068,2.6532,25.60749588,1,-0.985219833
13,Female,4.87,Smartphone,TRUE,0.4,Poor Sleep,Urban,1.948,2.922,47.03459638,1,-0.269367916
13,Female,3.67,Smartphone,TRUE,0.5,Poor Sleep,Urban,1.835,1.835,47.03459638,1,0.667641504
13,Female,3.2,Smartphone,TRUE,0.46,Poor Sleep,Urban,1.472,1.728,12.6029654,1,-1.398435168
13,Female,3.5,Smartphone,TRUE,0.45,Poor Sleep,Urban,1.575,1.925,14.75494234,1,0.207866695
13,Female,4.67,Smartphone,TRUE,0.36,Poor Sleep,Urban,1.6812,2.9888,47.03459638,1,-1.311136153
13,Female,4.94,Smartphone,TRUE,0.47,Poor Sleep,Urban,2.3218,2.6182,47.03459638,1,-0.205348639
13,Female,6.88,Smartphone,TRUE,0.33,Poor Sleep,Urban,2.2704,4.6096,47.03459638,1,0.266066038
13,Female,4.57,Smartphone,TRUE,0.44,Poor Sleep,Urban,2.0108,2.5592,47.03459638,1,0.888799007
15,Male,3.57,Smartphone,TRUE,0.32,Poor Sleep,Rural,1.1424,2.4276,47.03459638,1,-1.113258388
18,Male,5.12,Smartphone,TRUE,0.46,Poor Sleep,Rural,2.3552,2.7648,47.03459638,1,0.650181701
11,Male,4.78,Smartphone,TRUE,0.39,Poor Sleep,Rural,1.8642,2.9158,47.03459638,1,-0.019110742
12,Male,3.97,Smartphone,TRUE,0.36,Poor Sleep,Rural,1.4292,2.5408,47.03459638,1,0.440664067
18,Male,4.13,Smartphone,TRUE,0.33,Poor Sleep,Rural,1.3629,2.7671,14.75494234,1,0.527963081
8,Male,5.51,Smartphone,TRUE,0.6,Poor Sleep,Rural,3.306,2.204,47.03459638,1,-0.734962659
11,Male,3.35,Smartphone,TRUE,0.44,Poor Sleep,Rural,1.474,1.876,47.03459638,1,-1.17145773
9,Male,6.83,Smartphone,TRUE,0.56,Poor Sleep,Rural,3.8248,3.0052,25.60749588,1,0.085648075
16,Male,4.92,Smartphone,TRUE,0.47,Poor Sleep,Rural,2.3124,2.6076,12.6029654,1,0.347545118
14,Male,4.64,Smartphone,TRUE,0.44,Poor Sleep,Rural,2.0416,2.5984,25.60749588,1,-1.188917533
15,Male,4.03,Smartphone,TRUE,0.38,Poor Sleep,Rural,1.5314,2.4986,14.75494234,1,-0.216988508
14,Male,5.67,Smartphone,TRUE,0.35,Poor Sleep,Rural,1.9845,3.6855,25.60749588,1,0.650181701
8,Male,5.67,Smartphone,TRUE,0.52,Poor Sleep,Rural,2.9484,2.7216,47.03459638,1,0.039088601
18,Male,5.47,Smartphone,TRUE,0.47,Poor Sleep,Rural,2.5709,2.8991,14.75494234,1,-0.269367916
18,Male,3.01,Smartphone,TRUE,0.4,Poor Sleep,Rural,1.204,1.806,47.03459638,1,0.86551927
9,Male,11,Smartphone,TRUE,0.58,Poor Sleep,Rural,6.38,4.62,47.03459638,1,2.134264944
17,Male,6.86,Smartphone,TRUE,0.39,Poor Sleep,Rural,2.6754,4.1846,47.03459638,1,-0.036570545
10,Male,4.05,Smartphone,TRUE,0.55,Poor Sleep,Rural,2.2275,1.8225,47.03459638,1,0.976098021
17,Male,5.7,Smartphone,TRUE,0.5,Poor Sleep,Rural,2.85,2.85,12.6029654,1,-0.27518785
14,Male,3.62,Smartphone,TRUE,0.31,Poor Sleep,Rural,1.1222,2.4978,47.03459638,1,-0.740782593
17,Male,6.71,Smartphone,TRUE,0.47,Poor Sleep,Rural,3.1537,3.5563,47.03459638,1,0.429024198
16,Male,4.16,Smartphone,TRUE,0.44,Poor Sleep,Rural,1.8304,2.3296,25.60749588,1,-0.123869559
11,Male,5.61,Smartphone,TRUE,0.5,Poor Sleep,Rural,2.805,2.805,47.03459638,1,0.958638218
12,Male,5.36,Smartphone,TRUE,0.47,Poor Sleep,Rural,2.5192,2.8408,47.03459638,1,0.044908535
13,Male,4.28,Smartphone,TRUE,0.44,Poor Sleep,Rural,1.8832,2.3968,25.60749588,1,-1.101618519
10,Male,4.12,Smartphone,TRUE,0.44,Poor Sleep,Rural,1.8128,2.3072,47.03459638,1,-1.858209976
11,Male,6.12,Smartphone,TRUE,0.4,Poor Sleep,Rural,2.448,3.672,25.60749588,1,-0.414866273
18,Male,5.83,Smartphone,TRUE,0.44,Poor Sleep,Rural,2.5652,3.2648,12.6029654,1,-0.304287522
14,Male,3.07,Smartphone,TRUE,0.36,Poor Sleep,Rural,1.1052,1.9648,47.03459638,1,0.079828141
15,Male,5.05,Smartphone,TRUE,0.48,Poor Sleep,Rural,2.424,2.626,47.03459638,1,0.877159138
11,Male,5.71,Smartphone,TRUE,0.46,Poor Sleep,Rural,2.6266,3.0834,25.60749588,1,0.795680058
16,Male,3.97,Smartphone,TRUE,0.33,Poor Sleep,Rural,1.3101,2.6599,47.03459638,1,0.545422884
14,Male,3.73,Smartphone,TRUE,0.32,Poor Sleep,Rural,1.1936,2.5364,25.60749588,1,1.086676773
8,Male,7.16,Smartphone,TRUE,0.53,Poor Sleep,Rural,3.7948,3.3652,25.60749588,1,0.225326498
18,Male,5.48,Smartphone,TRUE,0.4,Poor Sleep,Rural,2.192,3.288,47.03459638,1,0.66182157
15,Male,4.94,Smartphone,TRUE,0.47,Poor Sleep,Rural,2.3218,2.6182,47.03459638,1,0.475583673
9,Male,4.51,Smartphone,TRUE,0.56,Poor Sleep,Rural,2.5256,1.9844,12.6029654,1,-0.013290808
11,Male,3.91,Smartphone,TRUE,0.45,Poor Sleep,Rural,1.7595,2.1505,25.60749588,1,-2.533322353
9,Male,5.61,Smartphone,TRUE,0.45,Poor Sleep,Rural,2.5245,3.0855,25.60749588,1,-0.828081608
17,Male,6.55,Smartphone,TRUE,0.46,Poor Sleep,Rural,3.013,3.537,47.03459638,1,1.063397035
15,Male,4.33,Smartphone,TRUE,0.49,Poor Sleep,Rural,2.1217,2.2083,25.60749588,1,2.279763301
17,Male,4.05,Smartphone,TRUE,0.36,Poor Sleep,Rural,1.458,2.592,47.03459638,1,0.685101307
8,Male,4.32,Smartphone,TRUE,0.47,Poor Sleep,Rural,2.0304,2.2896,25.60749588,1,-0.76406233
13,Male,5.18,Smartphone,TRUE,0.48,Poor Sleep,Rural,2.4864,2.6936,14.75494234,1,-0.379946668
12,Male,5.95,Smartphone,TRUE,0.37,Poor Sleep,Rural,2.2015,3.7485,47.03459638,1,0.056548404
17,Male,4.36,Smartphone,TRUE,0.33,Poor Sleep,Rural,1.4388,2.9212,12.6029654,1,-2.178306362
15,Male,5.1,Smartphone,TRUE,0.5,Poor Sleep,Rural,2.55,2.55,47.03459638,1,-1.439174708
15,Male,4.13,Smartphone,TRUE,0.37,Poor Sleep,Rural,1.5281,2.6019,47.03459638,1,-0.647663645
16,Male,4.42,Smartphone,TRUE,0.33,Poor Sleep,Rural,1.4586,2.9614,47.03459638,1,1.988766587
13,Male,5.5,Smartphone,TRUE,0.44,Poor Sleep,Rural,2.42,3.08,14.75494234,1,-0.868821148
18,Male,4.81,Smartphone,TRUE,0.38,Poor Sleep,Rural,1.8278,2.9822,47.03459638,1,-2.533322353
16,Male,3.08,Smartphone,TRUE,0.39,Poor Sleep,Rural,1.2012,1.8788,47.03459638,1,-0.47888555
13,Male,4.45,Smartphone,TRUE,0.36,Poor Sleep,Rural,1.602,2.848,25.60749588,1,0.737480715
16,Male,3.14,Smartphone,TRUE,0.38,Poor Sleep,Rural,1.1932,1.9468,25.60749588,1,0.138027484
8,Male,9.35,Smartphone,TRUE,0.4,Poor Sleep,Rural,3.74,5.61,25.60749588,1,0.271885973
16,Male,5.6,Smartphone,TRUE,0.41,Poor Sleep,Rural,2.296,3.304,14.75494234,1,0.463943804
8,Male,5.29,Smartphone,TRUE,0.59,Poor Sleep,Rural,3.1211,2.1689,47.03459638,1,-0.583644368
9,Male,4.98,Smartphone,TRUE,0.54,Poor Sleep,Rural,2.6892,2.2908,47.03459638,1,-0.31592739
17,Male,4.6,Smartphone,TRUE,0.3,Poor Sleep,Rural,1.38,3.22,25.60749588,1,-1.49737405
14,Male,4.31,Smartphone,TRUE,0.33,Poor Sleep,Rural,1.4223,2.8877,47.03459638,1,0.993557824
16,Male,6.24,Smartphone,TRUE,0.46,Poor Sleep,Rural,2.8704,3.3696,14.75494234,1,-0.426506142
16,Male,4.28,Smartphone,TRUE,0.45,Poor Sleep,Rural,1.926,2.354,25.60749588,1,-2.533322353
16,Male,5.41,Smartphone,TRUE,0.32,Poor Sleep,Rural,1.7312,3.6788,47.03459638,1,0.45812387
16,Male,5.43,Smartphone,TRUE,0.45,Poor Sleep,Rural,2.4435,2.9865,47.03459638,1,0.993557824
13,Male,5.85,Smartphone,TRUE,0.44,Poor Sleep,Rural,2.574,3.276,47.03459638,1,1.02847743
17,Male,4.3,Smartphone,TRUE,0.49,Poor Sleep,Rural,2.107,2.193,47.03459638,1,-0.47888555
13,Male,4.3,Smartphone,TRUE,0.5,Poor Sleep,Rural,2.15,2.15,12.6029654,1,0.545422884
14,Male,3.83,Smartphone,TRUE,0.42,Poor Sleep,Rural,1.6086,2.2214,47.03459638,1,-1.037599242
9,Male,4.87,Smartphone,TRUE,0.53,Poor Sleep,Rural,2.5811,2.2889,25.60749588,1,-0.310107456
15,Male,4.28,Smartphone,TRUE,0.47,Poor Sleep,Rural,2.0116,2.2684,47.03459638,1,0.70256111
11,Male,3.46,Smartphone,TRUE,0.34,Poor Sleep,Rural,1.1764,2.2836,25.60749588,1,1.569731318
16,Male,7.11,Smartphone,TRUE,0.39,Poor Sleep,Rural,2.7729,4.3371,25.60749588,1,0.190406893
11,Male,4.76,Smartphone,TRUE,0.42,Poor Sleep,Rural,1.9992,2.7608,14.75494234,1,-0.083130019
12,Male,5.04,Smartphone,TRUE,0.36,Poor Sleep,Rural,1.8144,3.2256,14.75494234,1,0.737480715
9,Male,4.95,Smartphone,TRUE,0.51,Poor Sleep,Rural,2.5245,2.4255,47.03459638,1,-0.496345353
15,Male,5.17,Smartphone,TRUE,0.41,Poor Sleep,Rural,2.1197,3.0503,47.03459638,1,1.430052895
10,Male,4.37,Smartphone,TRUE,0.56,Poor Sleep,Rural,2.4472,1.9228,47.03459638,1,-0.246088179
17,Male,4.51,Smartphone,TRUE,0.48,Poor Sleep,Rural,2.1648,2.3452,14.75494234,1,0.015808864
14,Male,4.75,Smartphone,TRUE,0.37,Poor Sleep,Rural,1.7575,2.9925,47.03459638,1,0.935358481
18,Male,4.58,Smartphone,TRUE,0.31,Poor Sleep,Rural,1.4198,3.1602,25.60749588,1,1.075036904
17,Male,5.54,Smartphone,TRUE,0.35,Poor Sleep,Rural,1.939,3.601,12.6029654,1,0.033268667
18,Male,6.64,Smartphone,TRUE,0.34,Poor Sleep,Rural,2.2576,4.3824,47.03459638,1,0.143847418
17,Male,5.15,Smartphone,TRUE,0.39,Poor Sleep,Rural,2.0085,3.1415,47.03459638,1,-0.118049625
17,Male,4.04,Smartphone,TRUE,0.49,Poor Sleep,Rural,1.9796,2.0604,47.03459638,1,0.574522555
18,Male,6.84,Smartphone,TRUE,0.43,Poor Sleep,Rural,2.9412,3.8988,14.75494234,1,-0.734962659
9,Male,7.16,Smartphone,TRUE,0.57,Poor Sleep,Rural,4.0812,3.0788,12.6029654,1,-0.019110742
13,Male,6.5,Smartphone,TRUE,0.34,Poor Sleep,Rural,2.21,4.29,25.60749588,1,1.604650924
16,Male,4.58,Smartphone,TRUE,0.36,Poor Sleep,Rural,1.6488,2.9312,12.6029654,1,-0.921200556
11,Male,4.21,Smartphone,TRUE,0.47,Poor Sleep,Rural,1.9787,2.2313,47.03459638,1,0.318445447
15,Male,4.53,Smartphone,TRUE,0.5,Poor Sleep,Rural,2.265,2.265,14.75494234,1,0.341725184
16,Male,4.83,Smartphone,TRUE,0.42,Poor Sleep,Rural,2.0286,2.8014,12.6029654,1,0.25442617
16,Male,5.97,Smartphone,TRUE,0.4,Poor Sleep,Rural,2.388,3.582,12.6029654,1,-0.257728048
11,Male,5.51,Smartphone,TRUE,0.47,Poor Sleep,Rural,2.5897,2.9203,47.03459638,1,-0.23444831
14,Male,6.07,Smartphone,TRUE,0.33,Poor Sleep,Rural,2.0031,4.0669,47.03459638,1,0.70256111
15,Male,3.84,Smartphone,TRUE,0.32,Poor Sleep,Rural,1.2288,2.6112,47.03459638,1,-0.269367916
9,Male,5.06,Smartphone,TRUE,0.54,Poor Sleep,Rural,2.7324,2.3276,47.03459638,1,0.207866695
16,Male,5.64,Smartphone,TRUE,0.34,Poor Sleep,Rural,1.9176,3.7224,25.60749588,1,1.645390464
16,Male,3.92,Smartphone,TRUE,0.42,Poor Sleep,Rural,1.6464,2.2736,47.03459638,1,-0.897920819
13,Male,4.66,Smartphone,TRUE,0.36,Poor Sleep,Rural,1.6776,2.9824,14.75494234,1,-0.088949953
15,Male,5.28,Smartphone,TRUE,0.43,Poor Sleep,Rural,2.2704,3.0096,47.03459638,1,-0.705862988
10,Male,7.09,Smartphone,TRUE,0.4,Poor Sleep,Rural,2.836,4.254,47.03459638,1,2.908316204
11,Male,3.29,Smartphone,TRUE,0.46,Poor Sleep,Rural,1.5134,1.7766,47.03459638,1,-0.473065616
10,Male,9.8,Smartphone,TRUE,0.49,Poor Sleep,Rural,4.802,4.998,12.6029654,1,0.737480715
12,Male,4.48,Smartphone,TRUE,0.4,Poor Sleep,Rural,1.792,2.688,47.03459638,1,-0.647663645
9,Male,3.17,Smartphone,TRUE,0.42,Poor Sleep,Rural,1.3314,1.8386,14.75494234,1,-0.944480293
13,Male,4.69,Smartphone,TRUE,0.35,Poor Sleep,Rural,1.6415,3.0485,25.60749588,1,-0.68258325
8,Male,6.43,Smartphone,TRUE,0.52,Poor Sleep,Rural,3.3436,3.0864,14.75494234,1,-0.502165288
9,Male,5.44,Smartphone,TRUE,0.58,Poor Sleep,Rural,3.1552,2.2848,14.75494234,1,-0.240268245
12,Male,5.72,Smartphone,TRUE,0.37,Poor Sleep,Rural,2.1164,3.6036,47.03459638,1,0.266066038
15,Male,6.64,Smartphone,TRUE,0.35,Poor Sleep,Rural,2.324,4.316,25.60749588,1,0.527963081
14,Male,5.18,Smartphone,TRUE,0.47,Poor Sleep,Rural,2.4346,2.7454,25.60749588,1,0.388284658
12,Male,6.79,Smartphone,TRUE,0.39,Poor Sleep,Rural,2.6481,4.1419,12.6029654,1,1.662850267
9,Male,4.1,Smartphone,TRUE,0.47,Poor Sleep,Rural,1.927,2.173,47.03459638,1,-1.753451159
15,Male,5.49,Smartphone,TRUE,0.35,Poor Sleep,Rural,1.9215,3.5685,47.03459638,1,-0.007470873
13,Male,4.19,Smartphone,TRUE,0.39,Poor Sleep,Rural,1.6341,2.5559,12.6029654,1,-0.350846996
16,Male,6.07,Smartphone,TRUE,0.34,Poor Sleep,Rural,2.0638,4.0062,25.60749588,1,-1.45663451
18,Male,4.43,Smartphone,TRUE,0.48,Poor Sleep,Rural,2.1264,2.3036,25.60749588,1,-0.857181279
12,Male,6.02,Smartphone,TRUE,0.5,Poor Sleep,Rural,3.01,3.01,47.03459638,1,-0.502165288
12,Male,5.14,Smartphone,TRUE,0.4,Poor Sleep,Rural,2.056,3.084,47.03459638,1,-0.007470873
17,Male,4.54,Smartphone,TRUE,0.31,Poor Sleep,Rural,1.4074,3.1326,25.60749588,1,4.916193533
17,Male,4.57,Smartphone,TRUE,0.3,Poor Sleep,Rural,1.371,3.199,47.03459638,1,-0.35666693
15,Male,4.93,Smartphone,TRUE,0.49,Poor Sleep,Rural,2.4157,2.5143,47.03459638,1,1.104136575
16,Male,5.14,Smartphone,TRUE,0.39,Poor Sleep,Rural,2.0046,3.1354,14.75494234,1,0.015808864
13,Male,4.52,Smartphone,TRUE,0.36,Poor Sleep,Rural,1.6272,2.8928,47.03459638,1,0.138027484
14,Male,5.36,Smartphone,TRUE,0.44,Poor Sleep,Rural,2.3584,3.0016,25.60749588,1,-0.979399899
18,Male,5.75,Smartphone,TRUE,0.35,Poor Sleep,Rural,2.0125,3.7375,12.6029654,1,-1.625412605
10,Male,4.6,Smartphone,TRUE,0.5,Poor Sleep,Rural,2.3,2.3,47.03459638,1,-0.054030348
12,Male,4.93,Smartphone,TRUE,0.47,Poor Sleep,Rural,2.3171,2.6129,47.03459638,1,0.667641504
15,Male,3.88,Smartphone,TRUE,0.31,Poor Sleep,Rural,1.2028,2.6772,25.60749588,1,0.015808864
13,Male,5.02,Smartphone,TRUE,0.44,Poor Sleep,Rural,2.2088,2.8112,47.03459638,1,0.929538547
13,Male,4.44,Smartphone,TRUE,0.44,Poor Sleep,Rural,1.9536,2.4864,14.75494234,1,0.493043475
18,Male,4.86,Smartphone,TRUE,0.42,Poor Sleep,Rural,2.0412,2.8188,12.6029654,1,-2.533322353
17,Male,4.19,Smartphone,TRUE,0.5,Poor Sleep,Rural,2.095,2.095,47.03459638,1,0.522143147
14,Male,5.09,Smartphone,TRUE,0.47,Poor Sleep,Rural,2.3923,2.6977,47.03459638,1,0.236966367
11,Male,3.68,Smartphone,TRUE,0.49,Poor Sleep,Rural,1.8032,1.8768,47.03459638,1,0.353365053
14,Male,4.13,Smartphone,TRUE,0.43,Poor Sleep,Rural,1.7759,2.3541,12.6029654,1,-0.630203842
15,Male,3.84,Smartphone,TRUE,0.46,Poor Sleep,Rural,1.7664,2.0736,47.03459638,1,0.725840847
17,Male,6.86,Smartphone,TRUE,0.47,Poor Sleep,Rural,3.2242,3.6358,47.03459638,1,0.714200978
13,Male,5.13,Smartphone,TRUE,0.43,Poor Sleep,Rural,2.2059,2.9241,14.75494234,1,0.615262095
17,Male,4.2,Smartphone,TRUE,0.39,Poor Sleep,Rural,1.638,2.562,12.6029654,1,-0.583644368
18,Male,4.84,Smartphone,TRUE,0.42,Poor Sleep,Rural,2.0328,2.8072,14.75494234,1,-0.135509428
12,Male,5.53,Smartphone,TRUE,0.37,Poor Sleep,Rural,2.0461,3.4839,25.60749588,1,0.749120584
12,Male,3.71,Smartphone,TRUE,0.41,Poor Sleep,Rural,1.5211,2.1889,47.03459638,1,1.92474731
17,Male,3.78,Smartphone,TRUE,0.33,Poor Sleep,Rural,1.2474,2.5326,14.75494234,1,-0.473065616
16,Male,3.91,Smartphone,TRUE,0.31,Poor Sleep,Rural,1.2121,2.6979,14.75494234,1,-0.292647653
8,Male,4.74,Smartphone,TRUE,0.44,Poor Sleep,Rural,2.0856,2.6544,47.03459638,1,0.184586958
13,Male,4.67,Smartphone,TRUE,0.33,Poor Sleep,Rural,1.5411,3.1289,25.60749588,1,0.463943804
16,Male,6.07,Smartphone,TRUE,0.35,Poor Sleep,Rural,2.1245,3.9455,14.75494234,1,-0.147149296
13,Male,3.25,Smartphone,TRUE,0.31,Poor Sleep,Rural,1.0075,2.2425,25.60749588,1,-0.048210413
18,Male,4.31,Smartphone,TRUE,0.45,Poor Sleep,Rural,1.9395,2.3705,25.60749588,1,-0.019110742
15,Male,6.45,Smartphone,TRUE,0.38,Poor Sleep,Rural,2.451,3.999,47.03459638,1,0.487223541
13,Male,4.18,Smartphone,TRUE,0.31,Poor Sleep,Rural,1.2958,2.8842,14.75494234,1,0.656001635
12,Male,4.66,Smartphone,TRUE,0.32,Poor Sleep,Rural,1.4912,3.1688,14.75494234,1,-0.170429033
13,Male,5.92,Smartphone,TRUE,0.31,Poor Sleep,Rural,1.8352,4.0848,25.60749588,1,-1.57885313
16,Male,3.4,Smartphone,TRUE,0.48,Poor Sleep,Rural,1.632,1.768,47.03459638,1,-0.059850282
18,Male,3.31,Smartphone,TRUE,0.3,Poor Sleep,Rural,0.993,2.317,14.75494234,1,0.248606235
15,Male,4.52,Smartphone,TRUE,0.43,Poor Sleep,Rural,1.9436,2.5764,25.60749588,1,1.098316641
15,Male,3.12,Smartphone,TRUE,0.49,Poor Sleep,Rural,1.5288,1.5912,25.60749588,1,1.750149281
17,Male,5.9,Smartphone,TRUE,0.33,Poor Sleep,Rural,1.947,3.953,14.75494234,1,0.056548404
18,Male,5.57,Smartphone,TRUE,0.48,Poor Sleep,Rural,2.6736,2.8964,47.03459638,1,0.958638218
15,Male,5.87,Smartphone,TRUE,0.38,Poor Sleep,Rural,2.2306,3.6394,25.60749588,1,0.248606235
16,Male,4.93,Smartphone,TRUE,0.3,Poor Sleep,Rural,1.479,3.451,47.03459638,1,1.552271515
17,Male,4.27,Smartphone,TRUE,0.48,Poor Sleep,Rural,2.0496,2.2204,47.03459638,1,-0.909560688
16,Male,5.94,Smartphone,TRUE,0.32,Poor Sleep,Rural,1.9008,4.0392,25.60749588,1,0.53960295
17,Male,4.24,Smartphone,TRUE,0.38,Poor Sleep,Rural,1.6112,2.6288,47.03459638,1,-0.106409756
8,Male,3.79,Smartphone,TRUE,0.51,Poor Sleep,Rural,1.9329,1.8571,47.03459638,1,0.207866695
12,Male,4.09,Smartphone,TRUE,0.36,Poor Sleep,Rural,1.4724,2.6176,25.60749588,1,1.226355195
13,Male,3.89,Smartphone,TRUE,0.43,Poor Sleep,Rural,1.6727,2.2173,47.03459638,1,0.795680058
17,Male,3.06,Smartphone,TRUE,0.36,Poor Sleep,Rural,1.1016,1.9584,12.6029654,1,-0.839721476
10,Male,4.23,Smartphone,TRUE,0.54,Poor Sleep,Rural,2.2842,1.9458,47.03459638,1,0.772400321
9,Male,7.73,Smartphone,TRUE,0.59,Poor Sleep,Rural,4.5607,3.1693,47.03459638,1,1.715229675
17,Male,3.96,Smartphone,TRUE,0.41,Poor Sleep,Rural,1.6236,2.3364,25.60749588,1,-1.33441589
15,Male,3.6,Smartphone,TRUE,0.36,Poor Sleep,Rural,1.296,2.304,47.03459638,1,0.044908535
9,Male,6.12,Smartphone,TRUE,0.46,Poor Sleep,Rural,2.8152,3.3048,25.60749588,1,-2.533322353
18,Male,7.02,Smartphone,TRUE,0.4,Poor Sleep,Rural,2.808,4.212,12.6029654,1,-0.345027062
11,Male,3.56,Smartphone,TRUE,0.36,Poor Sleep,Rural,1.2816,2.2784,47.03459638,1,0.283525841
14,Male,5.15,Smartphone,TRUE,0.4,Poor Sleep,Rural,2.06,3.09,47.03459638,1,-0.11222969
17,Male,4.05,Smartphone,TRUE,0.4,Poor Sleep,Rural,1.62,2.43,47.03459638,1,-0.246088179
10,Male,7.45,Smartphone,TRUE,0.47,Poor Sleep,Rural,3.5015,3.9485,47.03459638,1,-0.251908113
16,Male,4.86,Smartphone,TRUE,0.39,Poor Sleep,Rural,1.8954,2.9646,14.75494234,1,1.057577101
16,Male,6.13,Smartphone,TRUE,0.37,Poor Sleep,Rural,2.2681,3.8619,47.03459638,1,0.370824855
11,Male,4.54,Smartphone,TRUE,0.48,Poor Sleep,Rural,2.1792,2.3608,47.03459638,1,1.255454867
10,Male,3.47,Smartphone,TRUE,0.41,Poor Sleep,Rural,1.4227,2.0473,12.6029654,1,-2.283065179
11,Male,6.16,Smartphone,TRUE,0.31,Poor Sleep,Rural,1.9096,4.2504,12.6029654,1,-2.533322353
14,Male,5.24,Smartphone,TRUE,0.48,Poor Sleep,Rural,2.5152,2.7248,25.60749588,1,-0.007470873
18,Male,6.45,Smartphone,TRUE,0.41,Poor Sleep,Rural,2.6445,3.8055,12.6029654,1,-0.403226405
17,Male,5.13,Smartphone,TRUE,0.4,Poor Sleep,Rural,2.052,3.078,47.03459638,1,-0.467245682
15,Male,4.12,Smartphone,TRUE,0.47,Poor Sleep,Rural,1.9364,2.1836,12.6029654,1,-2.166666493
9,Male,3.17,Smartphone,TRUE,0.47,Poor Sleep,Rural,1.4899,1.6801,14.75494234,1,-1.206377336
11,Male,7.52,Smartphone,TRUE,0.36,Poor Sleep,Rural,2.7072,4.8128,47.03459638,1,-0.135509428
13,Male,4.7,Smartphone,TRUE,0.39,Poor Sleep,Rural,1.833,2.867,47.03459638,1,0.167127155
14,Male,4.94,Smartphone,TRUE,0.3,Poor Sleep,Rural,1.482,3.458,47.03459638,1,1.331114013
15,Male,5.51,Smartphone,TRUE,0.43,Poor Sleep,Rural,2.3693,3.1407,25.60749588,1,-0.496345353
11,Male,7.71,Smartphone,TRUE,0.33,Poor Sleep,Rural,2.5443,5.1657,25.60749588,1,0.039088601
10,Male,3.9,Smartphone,TRUE,0.49,Poor Sleep,Rural,1.911,1.989,14.75494234,1,0.365004921
