,Age,Gender,Primary_Device,Health_Impacts,Threshold_Limit_hr,Avg_screen_time_per_criterias,Health_impact_count,Avg_Daily_Screen_Time_per_age_only,Educational_to_Recreational_Ratio,Avg_Recreational_Screen_time,Avg_Educational_Screen_time
312,15,Female,TV,None,3.03,3.91,26,4.43,0.398,3.238,1.281
313,15,Female,TV,Anxiety,3.03,4.41,17,4.43,0.398,3.238,1.281
314,15,Female,TV,Obesity Risk,3.03,4.58,8,4.43,0.398,3.238,1.281
315,15,Female,Tablet,Poor Sleep,2.94,4.69,28,4.43,0.398,3.238,1.281
316,15,Female,Tablet,Eye Strain,2.94,5.06,15,4.43,0.398,3.238,1.281
317,15,Female,Tablet,None,2.94,3.83,10,4.43,0.398,3.238,1.281
318,15,Female,Tablet,Anxiety,2.94,4.89,14,4.43,0.398,3.238,1.281
319,15,Female,Tablet,Obesity Risk,2.94,4.88,7,4.43,0.398,3.238,1.281
320,16,Male,Smartphone,Poor Sleep,3.01,4.74,142,4.51,0.399,3.305,1.311
321,16,Male,Smartphone,Eye Strain,3.01,4.76,76,4.51,0.399,3.305,1.311
322,16,Male,Smartphone,None,3.01,3.93,59,4.51,0.399,3.305,1.311
323,16,Male,Smartphone,Anxiety,3.01,4.71,48,4.51,0.399,3.305,1.311
324,16,Male,Smartphone,Obesity Risk,3.01,4.69,38,4.51,0.399,3.305,1.311
325,16,Male,Laptop,Poor Sleep,2.99,4.79,55,4.51,0.399,3.305,1.311
326,16,Male,Laptop,Eye Strain,2.99,5.12,27,4.51,0.399,3.305,1.311
327,16,Male,Laptop,None,2.99,4.38,14,4.51,0.399,3.305,1.311
328,16,Male,Laptop,Anxiety,2.99,5.13,13,4.51,0.399,3.305,1.311
329,16,Male,Laptop,Obesity Risk,2.99,4.81,10,4.51,0.399,3.305,1.311
330,16,Male,TV,Poor Sleep,2.98,4.76,47,4.51,0.399,3.305,1.311
331,16,Male,TV,Eye Strain,2.98,4.93,18,4.51,0.399,3.305,1.311
332,16,Male,TV,None,2.98,3.91,30,4.51,0.399,3.305,1.311
333,16,Male,TV,Anxiety,2.98,4.95,21,4.51,0.399,3.305,1.311
334,16,Male,TV,Obesity Risk,2.98,5.16,18,4.51,0.399,3.305,1.311
335,16,Male,Tablet,Poor Sleep,3.12,4.45,27,4.51,0.399,3.305,1.311
336,16,Male,Tablet,Eye Strain,3.12,4.79,9,4.51,0.399,3.305,1.311
337,16,Male,Tablet,None,3.12,4.24,12,4.51,0.399,3.305,1.311
338,16,Male,Tablet,Anxiety,3.12,4.2,7,4.51,0.399,3.305,1.311
339,16,Male,Tablet,Obesity Risk,3.12,5.57,3,4.51,0.399,3.305,1.311
340,16,Female,Smartphone,Poor Sleep,2.98,4.65,102,4.51,0.399,3.305,1.311
341,16,Female,Smartphone,Eye Strain,2.98,4.48,52,4.51,0.399,3.305,1.311
342,16,Female,Smartphone,None,2.98,4.12,58,4.51,0.399,3.305,1.311
343,16,Female,Smartphone,Anxiety,2.98,4.5,32,4.51,0.399,3.305,1.311
344,16,Female,Smartphone,Obesity Risk,2.98,4.36,23,4.51,0.399,3.305,1.311
345,16,Female,Laptop,Poor Sleep,3.06,4.97,46,4.51,0.399,3.305,1.311
346,16,Female,Laptop,Eye Strain,3.06,4.64,23,4.51,0.399,3.305,1.311
347,16,Female,Laptop,None,3.06,3.6,23,4.51,0.399,3.305,1.311
348,16,Female,Laptop,Anxiety,3.06,4.85,20,4.51,0.399,3.305,1.311
349,16,Female,Laptop,Obesity Risk,3.06,4.34,5,4.51,0.399,3.305,1.311
350,16,Female,TV,Poor Sleep,3.02,5.16,48,4.51,0.399,3.305,1.311
351,16,Female,TV,Eye Strain,3.02,4.87,27,4.51,0.399,3.305,1.311
352,16,Female,TV,None,3.02,3.92,21,4.51,0.399,3.305,1.311
353,16,Female,TV,Anxiety,3.02,4.9,21,4.51,0.399,3.305,1.311
354,16,Female,TV,Obesity Risk,3.02,4.94,7,4.51,0.399,3.305,1.311
355,16,Female,Tablet,Poor Sleep,3.03,4.65,16,4.51,0.399,3.305,1.311
356,16,Female,Tablet,Eye Strain,3.03,4.28,5,4.51,0.399,3.305,1.311
357,16,Female,Tablet,None,3.03,3.69,8,4.51,0.399,3.305,1.311
358,16,Female,Tablet,Anxiety,3.03,4.9,11,4.51,0.399,3.305,1.311
359,16,Female,Tablet,Obesity Risk,3.03,4.86,5,4.51,0.399,3.305,1.311
360,17,Male,Smartphone,Poor Sleep,3.01,4.78,129,4.56,0.395,3.33,1.309
361,17,Male,Smartphone,Eye Strain,3.01,4.72,70,4.56,0.395,3.33,1.309
362,17,Male,Smartphone,None,3.01,3.79,64,4.56,0.395,3.33,1.309
363,17,Male,Smartphone,Anxiety,3.01,4.57,43,4.56,0.395,3.33,1.309
364,17,Male,Smartphone,Obesity Risk,3.01,4.89,31,4.56,0.395,3.33,1.309
365,17,Male,Laptop,Poor Sleep,2.93,4.74,55,4.56,0.395,3.33,1.309
366,17,Male,Laptop,Eye Strain,2.93,5.04,22,4.56,0.395,3.33,1.309
367,17,Male,Laptop,None,2.93,3.47,26,4.56,0.395,3.33,1.309
368,17,Male,Laptop,Anxiety,2.93,4.81,14,4.56,0.395,3.33,1.309
369,17,Male,Laptop,Obesity Risk,2.93,4.88,10,4.56,0.395,3.33,1.309
370,17,Male,TV,Poor Sleep,2.99,4.78,63,4.56,0.395,3.33,1.309
371,17,Male,TV,Eye Strain,2.99,4.9,25,4.56,0.395,3.33,1.309
372,17,Male,TV,None,2.99,3.6,25,4.56,0.395,3.33,1.309
373,17,Male,TV,Anxiety,2.99,4.85,22,4.56,0.395,3.33,1.309
374,17,Male,TV,Obesity Risk,2.99,4.72,16,4.56,0.395,3.33,1.309
375,17,Male,Tablet,Poor Sleep,3.12,4.95,24,4.56,0.395,3.33,1.309
376,17,Male,Tablet,Eye Strain,3.12,4.9,8,4.56,0.395,3.33,1.309
377,17,Male,Tablet,None,3.12,4.06,13,4.56,0.395,3.33,1.309
378,17,Male,Tablet,Anxiety,3.12,4.53,10,4.56,0.395,3.33,1.309
379,17,Male,Tablet,Obesity Risk,3.12,5.1,5,4.56,0.395,3.33,1.309
380,17,Female,Smartphone,Poor Sleep,3.0,4.89,116,4.56,0.395,3.33,1.309
381,17,Female,Smartphone,Eye Strain,3.0,4.98,70,4.56,0.395,3.33,1.309
382,17,Female,Smartphone,None,3.0,3.96,70,4.56,0.395,3.33,1.309
383,17,Female,Smartphone,Anxiety,3.0,4.82,34,4.56,0.395,3.33,1.309
384,17,Female,Smartphone,Obesity Risk,3.0,4.95,28,4.56,0.395,3.33,1.309
385,17,Female,Laptop,Poor Sleep,3.0,5.05,49,4.56,0.395,3.33,1.309
386,17,Female,Laptop,Eye Strain,3.0,5.03,17,4.56,0.395,3.33,1.309
387,17,Female,Laptop,None,3.0,4.03,24,4.56,0.395,3.33,1.309
388,17,Female,Laptop,Anxiety,3.0,4.66,21,4.56,0.395,3.33,1.309
389,17,Female,Laptop,Obesity Risk,3.0,5.02,8,4.56,0.395,3.33,1.309
390,17,Female,TV,Poor Sleep,3.03,4.76,51,4.56,0.395,3.33,1.309
391,17,Female,TV,Eye Strain,3.03,4.78,20,4.56,0.395,3.33,1.309
392,17,Female,TV,None,3.03,3.74,25,4.56,0.395,3.33,1.309
393,17,Female,TV,Anxiety,3.03,5.42,9,4.56,0.395,3.33,1.309
394,17,Female,TV,Obesity Risk,3.03,5.07,14,4.56,0.395,3.33,1.309
395,17,Female,Tablet,Poor Sleep,3.09,4.94,26,4.56,0.395,3.33,1.309
396,17,Female,Tablet,Eye Strain,3.09,4.75,19,4.56,0.395,3.33,1.309
397,17,Female,Tablet,None,3.09,3.57,7,4.56,0.395,3.33,1.309
398,17,Female,Tablet,Anxiety,3.09,4.41,6,4.56,0.395,3.33,1.309
399,17,Female,Tablet,Obesity Risk,3.09,4.82,6,4.56,0.395,3.33,1.309
400,18,Male,Smartphone,Poor Sleep,3.0,4.78,110,4.54,0.398,3.269,1.294
401,18,Male,Smartphone,Eye Strain,3.0,4.77,66,4.54,0.398,3.269,1.294
402,18,Male,Smartphone,None,3.0,3.82,58,4.54,0.398,3.269,1.294
403,18,Male,Smartphone,Anxiety,3.0,4.71,47,4.54,0.398,3.269,1.294
404,18,Male,Smartphone,Obesity Risk,3.0,4.87,29,4.54,0.398,3.269,1.294
405,18,Male,Laptop,Poor Sleep,3.0,4.39,39,4.54,0.398,3.269,1.294
406,18,Male,Laptop,Eye Strain,3.0,4.43,27,4.54,0.398,3.269,1.294
407,18,Male,Laptop,None,3.0,3.63,21,4.54,0.398,3.269,1.294
408,18,Male,Laptop,Anxiety,3.0,4.63,20,4.54,0.398,3.269,1.294
409,18,Male,Laptop,Obesity Risk,3.0,4.33,11,4.54,0.398,3.269,1.294
410,18,Male,TV,Poor Sleep,3.0,4.8,50,4.54,0.398,3.269,1.294
411,18,Male,TV,Eye Strain,3.0,4.67,22,4.54,0.398,3.269,1.294
412,18,Male,TV,None,3.0,3.85,25,4.54,0.398,3.269,1.294
413,18,Male,TV,Anxiety,3.0,4.63,19,4.54,0.398,3.269,1.294
414,18,Male,TV,Obesity Risk,3.0,4.28,8,4.54,0.398,3.269,1.294
415,18,Male,Tablet,Poor Sleep,2.99,4.43,32,4.54,0.398,3.269,1.294
416,18,Male,Tablet,Eye Strain,2.99,4.48,10,4.54,0.398,3.269,1.294
417,18,Male,Tablet,None,2.99,5.11,7,4.54,0.398,3.269,1.294
418,18,Male,Tablet,Anxiety,2.99,4.57,8,4.54,0.398,3.269,1.294
419,18,Male,Tablet,Obesity Risk,2.99,4.66,12,4.54,0.398,3.269,1.294
420,18,Female,Smartphone,Poor Sleep,2.98,4.72,105,4.54,0.398,3.269,1.294
421,18,Female,Smartphone,Eye Strain,2.98,4.86,61,4.54,0.398,3.269,1.294
422,18,Female,Smartphone,None,2.98,3.92,53,4.54,0.398,3.269,1.294
423,18,Female,Smartphone,Anxiety,2.98,4.54,32,4.54,0.398,3.269,1.294
424,18,Female,Smartphone,Obesity Risk,2.98,4.73,29,4.54,0.398,3.269,1.294
425,18,Female,Laptop,Poor Sleep,3.01,4.82,48,4.54,0.398,3.269,1.294
426,18,Female,Laptop,Eye Strain,3.01,4.81,24,4.54,0.398,3.269,1.294
427,18,Female,Laptop,None,3.01,4.21,18,4.54,0.398,3.269,1.294
428,18,Female,Laptop,Anxiety,3.01,4.98,22,4.54,0.398,3.269,1.294
429,18,Female,Laptop,Obesity Risk,3.01,5.49,12,4.54,0.398,3.269,1.294
430,18,Female,TV,Poor Sleep,3.0,4.67,46,4.54,0.398,3.269,1.294
431,18,Female,TV,Eye Strain,3.0,4.33,20,4.54,0.398,3.269,1.294
432,18,Female,TV,None,3.0,4.03,26,4.54,0.398,3.269,1.294
433,18,Female,TV,Anxiety,3.0,4.6,11,4.54,0.398,3.269,1.294
434,18,Female,TV,Obesity Risk,3.0,5.39,8,4.54,0.398,3.269,1.294
435,18,Female,Tablet,Poor Sleep,3.06,4.72,17,4.54,0.398,3.269,1.294
436,18,Female,Tablet,Eye Strain,3.06,4.66,10,4.54,0.398,3.269,1.294
437,18,Female,Tablet,None,3.06,3.62,11,4.54,0.398,3.269,1.294
438,18,Female,Tablet,Anxiety,3.06,4.83,8,4.54,0.398,3.269,1.294
439,18,Female,Tablet,Obesity Risk,3.06,4.68,2,4.54,0.398,3.269,1.294
